Timestamp,Amount,Currency,Recipient
2025-10-18 13:59:08.987206,550.68,USD,Spotify
2024-08-28 13:59:08.987206,679.27,EUR,Amazon
2024-04-23 13:59:08.987206,777.2,GBP,Spotify
2024-05-03 13:59:08.987206,545.29,CAD,Spotify
2024-10-04 13:59:08.987206,50.97,CAD,Uber
2024-10-02 13:59:08.987206,252.34,USD,Amazon
2025-03-13 13:59:08.987206,386.37,USD,Netflix
2024-06-27 13:59:08.987206,22.3,JPY,Starbucks
2025-08-17 13:59:08.987206,910.66,JPY,Netflix
2024-09-14 13:59:08.987206,197.73,USD,Amazon
2024-11-02 13:59:08.987206,850.14,EUR,Spotify
2025-03-02 13:59:08.987206,481.74,CAD,Starbucks
2023-12-09 13:59:08.987206,39.05,JPY,Netflix
2025-06-07 13:59:08.987206,155.86,USD,Netflix
2025-05-07 13:59:08.987206,405.63,GBP,Spotify
2024-03-10 13:59:08.987206,185.18,CAD,Amazon
2024-07-22 13:59:08.987206,885.14,USD,Amazon
2025-06-12 13:59:08.987206,308.74,JPY,Spotify
2025-07-01 13:59:08.987206,533.04,JPY,Amazon
2025-05-20 13:59:08.987206,250.41,JPY,Amazon
2024-08-06 13:59:08.987206,638.01,EUR,Starbucks
2024-03-29 13:59:08.987206,804.16,JPY,Netflix
2025-02-27 13:59:08.987206,685.82,GBP,Netflix
2024-09-24 13:59:08.987206,639.35,USD,Spotify
2024-11-28 13:59:08.987206,483.52,CAD,Uber
2025-03-13 13:59:08.987206,158.43,EUR,Uber
2024-08-25 13:59:08.987206,308.5,CAD,Spotify
2024-05-31 13:59:08.987206,513.67,CAD,Netflix
2025-06-26 13:59:08.987206,441.15,JPY,Amazon
2025-11-23 13:59:08.987206,679.94,CAD,Netflix
2025-07-05 13:59:08.987206,366.78,EUR,Starbucks
2024-03-23 13:59:08.987206,955.5,USD,Starbucks
2025-12-05 13:59:08.987206,600.16,CAD,Starbucks
2025-02-03 13:59:08.987206,863.89,CAD,Amazon
2025-10-24 13:59:08.987206,426.35,JPY,Netflix
2024-12-08 13:59:08.987206,181.35,CAD,Spotify
2024-07-06 13:59:08.987206,447.69,CAD,Spotify
2024-06-08 13:59:08.987206,400.9,USD,Uber
2024-05-29 13:59:08.987206,247.79,GBP,Uber
2025-06-12 13:59:08.987206,913.4,JPY,Netflix
2024-12-05 13:59:08.987206,325.21,EUR,Spotify
2025-02-05 13:59:08.987206,687.16,USD,Netflix
2025-07-07 13:59:08.987206,834.66,CAD,Starbucks
2025-11-03 13:59:08.987206,684.18,CAD,Amazon
2025-03-11 13:59:08.987206,184.83,CAD,Uber
2024-03-25 13:59:08.987206,517.5,JPY,Netflix
2025-10-09 13:59:08.987206,73.25,CAD,Uber
2025-07-19 13:59:08.987206,357.75,EUR,Spotify
2024-08-20 13:59:08.987206,970.05,JPY,Netflix
2024-07-21 13:59:08.987206,953.74,CAD,Spotify
2023-12-24 13:59:08.987206,445.98,GBP,Uber
2024-01-21 13:59:08.987206,377.14,JPY,Uber
2024-03-28 13:59:08.987206,112.89,JPY,Starbucks
2025-10-23 13:59:08.987206,584.09,CAD,Spotify
2025-11-23 13:59:08.987206,702.98,GBP,Netflix
2025-12-05 13:59:08.987206,602.44,JPY,Amazon
2024-11-20 13:59:08.987206,854.68,JPY,Uber
2025-06-16 13:59:08.987206,929.38,GBP,Netflix
2025-02-26 13:59:08.987206,953.33,USD,Netflix
2024-10-07 13:59:08.987206,732.45,GBP,Spotify
2025-07-04 13:59:08.987206,757.06,EUR,Spotify
2024-08-16 13:59:08.987206,382.21,USD,Uber
2025-11-25 13:59:08.987206,671.87,GBP,Starbucks
2024-02-15 13:59:08.987206,639.05,CAD,Amazon
2024-04-02 13:59:08.987206,924.24,GBP,Uber
2024-05-26 13:59:08.987206,85.55,EUR,Amazon
2024-01-29 13:59:08.987206,153.35,CAD,Uber
2025-01-26 13:59:08.987206,230.39,JPY,Starbucks
2024-02-24 13:59:08.987206,577.69,GBP,Amazon
2025-11-05 13:59:08.987206,985.62,GBP,Uber
2025-09-15 13:59:08.987206,791.49,JPY,Uber
2024-03-09 13:59:08.987206,304.02,JPY,Netflix
2025-05-13 13:59:08.987206,153.29,EUR,Starbucks
2024-03-29 13:59:08.987206,57.59,CAD,Amazon
2024-01-08 13:59:08.987206,13.74,CAD,Starbucks
2025-03-30 13:59:08.987206,238.78,CAD,Amazon
2024-05-28 13:59:08.987206,807.45,CAD,Starbucks
2025-02-02 13:59:08.987206,460.26,EUR,Amazon
2024-05-16 13:59:08.987206,218.98,JPY,Uber
2024-11-14 13:59:08.987206,932.3,GBP,Spotify
2025-09-23 13:59:08.987206,153.87,GBP,Amazon
2024-04-05 13:59:08.987206,938.3,GBP,Amazon
2025-08-20 13:59:08.987206,194.32,USD,Amazon
2024-03-03 13:59:08.987206,412.42,CAD,Uber
2025-08-23 13:59:08.987206,148.67,GBP,Uber
2024-07-19 13:59:08.987206,383.69,CAD,Spotify
2025-10-02 13:59:08.987206,599.79,USD,Uber
2025-05-27 13:59:08.987206,55.35,CAD,Starbucks
2024-07-10 13:59:08.987206,315.31,GBP,Amazon
2024-08-19 13:59:08.987206,449.47,USD,Spotify
2024-01-26 13:59:08.987206,362.95,EUR,Netflix
2024-02-11 13:59:08.987206,50.59,CAD,Amazon
2025-02-26 13:59:08.987206,554.44,JPY,Spotify
2024-09-12 13:59:08.987206,21.47,CAD,Spotify
2025-03-26 13:59:08.987206,622.33,JPY,Netflix
2025-08-15 13:59:08.987206,16.48,CAD,Spotify
2025-10-07 13:59:08.987206,147.99,GBP,Netflix
2024-01-07 13:59:08.987206,530.3,EUR,Uber
2025-07-16 13:59:08.987206,239.82,GBP,Uber
2024-07-21 13:59:08.987206,823.56,EUR,Starbucks
2024-10-15 13:59:08.987206,508.27,JPY,Netflix
2024-04-09 13:59:08.987206,863.75,GBP,Netflix
2024-04-03 13:59:08.987206,214.78,JPY,Starbucks
2025-01-24 13:59:08.987206,24.34,GBP,Amazon
2025-01-07 13:59:08.987206,742.25,GBP,Amazon
2024-04-01 13:59:08.987206,394.5,JPY,Spotify
2024-04-26 13:59:08.987206,26.55,CAD,Amazon
2024-01-01 13:59:08.987206,883.51,USD,Starbucks
2025-06-21 13:59:08.987206,406.05,USD,Amazon
2025-01-04 13:59:08.987206,528.62,GBP,Spotify
2025-05-11 13:59:08.987206,734.33,USD,Starbucks
2024-09-19 13:59:08.987206,495.81,CAD,Starbucks
2025-07-06 13:59:08.987206,592.57,GBP,Spotify
2025-04-04 13:59:08.987206,637.06,EUR,Spotify
2025-06-10 13:59:08.987206,936.6,EUR,Starbucks
2024-12-14 13:59:08.987206,799.29,JPY,Amazon
2024-10-03 13:59:08.987206,918.21,JPY,Spotify
2023-12-18 13:59:08.987206,960.64,JPY,Amazon
2023-12-17 13:59:08.987206,627.02,USD,Uber
2024-03-03 13:59:08.987206,232.79,USD,Uber
2024-11-09 13:59:08.987206,608.06,USD,Amazon
2025-10-09 13:59:08.987206,651.62,USD,Spotify
2025-08-24 13:59:08.987206,285.37,USD,Starbucks
2025-07-28 13:59:08.987206,614.88,GBP,Spotify
2025-02-19 13:59:08.987206,398.0,USD,Spotify
2024-09-30 13:59:08.987206,271.25,EUR,Spotify
2025-01-20 13:59:08.987206,229.72,JPY,Netflix
2025-08-25 13:59:08.987206,612.77,CAD,Netflix
2024-06-24 13:59:08.987206,597.08,JPY,Spotify
2024-02-17 13:59:08.987206,599.35,USD,Uber
2025-11-30 13:59:08.987206,196.53,JPY,Uber
2024-03-21 13:59:08.987206,742.82,CAD,Amazon
2024-05-09 13:59:08.987206,949.95,GBP,Netflix
2024-10-27 13:59:08.987206,325.52,USD,Netflix
2023-12-22 13:59:08.987206,187.69,JPY,Amazon
2024-10-30 13:59:08.987206,167.63,GBP,Spotify
2025-03-21 13:59:08.987206,583.91,JPY,Amazon
2025-04-03 13:59:08.987206,638.19,JPY,Spotify
2024-01-14 13:59:08.987206,383.49,USD,Spotify
2025-07-31 13:59:08.987206,690.88,USD,Spotify
2025-06-22 13:59:08.987206,890.25,EUR,Uber
2024-07-29 13:59:08.987206,885.64,EUR,Amazon
2024-04-24 13:59:08.987206,570.24,USD,Starbucks
2024-01-31 13:59:08.987206,111.34,JPY,Netflix
2024-06-24 13:59:08.987206,201.37,JPY,Uber
2025-01-23 13:59:08.987206,399.76,GBP,Amazon
2025-01-22 13:59:08.987206,297.57,CAD,Uber
2024-10-13 13:59:08.987206,139.12,GBP,Netflix
2024-12-16 13:59:08.987206,66.7,CAD,Amazon
2025-05-25 13:59:08.987206,439.52,USD,Uber
2024-03-01 13:59:08.987206,145.52,JPY,Uber
2025-11-07 13:59:08.987206,990.27,USD,Starbucks
2024-01-24 13:59:08.987206,239.97,JPY,Netflix
2024-11-17 13:59:08.987206,472.37,EUR,Uber
2025-08-29 13:59:08.987206,942.53,CAD,Netflix
2025-06-24 13:59:08.987206,160.53,EUR,Starbucks
2025-10-29 13:59:08.987206,337.9,JPY,Uber
2025-08-25 13:59:08.987206,916.18,CAD,Spotify
2024-06-17 13:59:08.987206,417.42,USD,Starbucks
2024-08-26 13:59:08.987206,850.05,EUR,Spotify
2025-05-31 13:59:08.987206,497.16,USD,Spotify
2025-05-04 13:59:08.987206,803.31,USD,Spotify
2024-04-06 13:59:08.987206,472.37,USD,Spotify
2025-06-27 13:59:08.987206,535.13,JPY,Uber
2025-03-27 13:59:08.987206,448.25,CAD,Spotify
2025-11-05 13:59:08.987206,188.49,JPY,Starbucks
2025-11-08 13:59:08.987206,845.63,JPY,Uber
2025-06-21 13:59:08.987206,538.88,USD,Spotify
2024-04-26 13:59:08.987206,605.36,EUR,Spotify
2025-11-23 13:59:08.987206,319.4,USD,Netflix
2025-04-20 13:59:08.987206,546.12,GBP,Netflix
2025-09-21 13:59:08.987206,428.3,EUR,Uber
2024-01-23 13:59:08.987206,872.48,CAD,Uber
2024-03-04 13:59:08.987206,706.58,USD,Starbucks
2025-07-09 13:59:08.987206,423.43,EUR,Netflix
2023-12-11 13:59:08.987206,15.67,USD,Amazon
2025-08-02 13:59:08.987206,697.86,CAD,Netflix
2024-07-23 13:59:08.987206,397.03,CAD,Starbucks
2024-09-08 13:59:08.987206,915.61,CAD,Starbucks
2024-02-20 13:59:08.987206,450.46,CAD,Spotify
2024-06-30 13:59:08.987206,981.95,JPY,Netflix
2024-02-17 13:59:08.987206,209.97,JPY,Netflix
2025-06-01 13:59:08.987206,380.48,GBP,Uber
2025-02-12 13:59:08.987206,109.65,USD,Netflix
2025-02-07 13:59:08.987206,595.03,GBP,Netflix
2025-08-31 13:59:08.987206,391.59,JPY,Uber
2024-06-10 13:59:08.987206,641.25,JPY,Amazon
2024-08-28 13:59:08.987206,824.43,JPY,Starbucks
2025-05-26 13:59:08.987206,765.84,GBP,Netflix
2024-02-02 13:59:08.987206,314.87,CAD,Starbucks
2024-04-22 13:59:08.987206,734.47,CAD,Amazon
2024-02-24 13:59:08.987206,147.71,CAD,Netflix
2025-03-13 13:59:08.987206,589.36,CAD,Netflix
2024-08-09 13:59:08.987206,189.38,GBP,Netflix
2025-09-05 13:59:08.987206,87.48,JPY,Netflix
2025-03-28 13:59:08.987206,412.1,GBP,Spotify
2024-08-20 13:59:08.987206,944.4,JPY,Netflix
2025-05-19 13:59:08.987206,816.99,GBP,Amazon
2024-02-26 13:59:08.987206,755.48,EUR,Amazon
2025-10-23 13:59:08.987206,666.28,GBP,Spotify
2024-12-25 13:59:08.987206,409.46,GBP,Starbucks
2024-12-08 13:59:08.987206,273.14,CAD,Amazon
2025-07-14 13:59:08.987206,337.28,GBP,Amazon
2024-01-10 13:59:08.987206,202.7,GBP,Starbucks
2024-10-28 13:59:08.987206,447.51,CAD,Amazon
2024-06-29 13:59:08.987206,42.96,CAD,Netflix
2024-03-04 13:59:08.987206,267.95,CAD,Netflix
2024-04-24 13:59:08.987206,258.7,CAD,Uber
2025-07-17 13:59:08.987206,195.74,EUR,Uber
2025-10-14 13:59:08.987206,81.66,CAD,Amazon
2025-03-07 13:59:08.987206,95.1,EUR,Uber
2024-03-25 13:59:08.987206,853.56,EUR,Amazon
2024-09-26 13:59:08.987206,616.58,JPY,Starbucks
2025-11-06 13:59:08.987206,166.65,CAD,Uber
2025-05-17 13:59:08.987206,863.44,JPY,Starbucks
2023-12-24 13:59:08.987206,531.49,EUR,Spotify
2024-04-06 13:59:08.987206,157.29,CAD,Uber
2024-10-07 13:59:08.987206,855.46,CAD,Uber
2024-10-06 13:59:08.987206,794.75,EUR,Starbucks
2024-11-26 13:59:08.987206,143.28,JPY,Uber
2025-08-02 13:59:08.987206,584.98,USD,Amazon
2025-03-05 13:59:08.987206,81.5,USD,Spotify
2025-06-20 13:59:08.987206,701.0,EUR,Spotify
2024-05-13 13:59:08.987206,440.12,JPY,Netflix
2025-10-18 13:59:08.987206,125.28,EUR,Starbucks
2023-12-11 13:59:08.987206,211.75,JPY,Amazon
2025-06-28 13:59:08.987206,333.0,EUR,Starbucks
2024-10-04 13:59:08.987206,984.21,EUR,Uber
2025-04-14 13:59:08.987206,73.01,JPY,Amazon
2025-08-29 13:59:08.987206,324.84,GBP,Netflix
2024-01-17 13:59:08.987206,221.25,CAD,Amazon
2024-04-29 13:59:08.987206,223.26,CAD,Netflix
2025-05-30 13:59:08.987206,731.45,GBP,Starbucks
2025-04-30 13:59:08.987206,298.81,JPY,Spotify
2023-12-27 13:59:08.987206,824.7,EUR,Starbucks
2025-04-18 13:59:08.987206,467.87,JPY,Spotify
2025-03-16 13:59:08.987206,562.29,CAD,Uber
2024-07-27 13:59:08.987206,590.68,EUR,Spotify
2024-06-02 13:59:08.987206,80.99,JPY,Uber
2025-06-05 13:59:08.987206,423.18,USD,Starbucks
2024-09-17 13:59:08.987206,732.07,CAD,Amazon
2025-02-12 13:59:08.987206,999.78,GBP,Spotify
2025-07-19 13:59:08.987206,858.4,CAD,Amazon
2024-03-14 13:59:08.987206,883.6,JPY,Amazon
2024-03-21 13:59:08.987206,589.83,JPY,Amazon
2024-06-30 13:59:08.987206,376.74,CAD,Amazon
2025-10-16 13:59:08.987206,314.23,EUR,Netflix
2024-01-30 13:59:08.987206,540.76,JPY,Netflix
2024-11-13 13:59:08.987206,285.21,JPY,Starbucks
2024-06-10 13:59:08.987206,260.34,GBP,Amazon
2025-07-27 13:59:08.987206,296.29,GBP,Amazon
2025-07-24 13:59:08.987206,323.1,USD,Starbucks
2025-10-08 13:59:08.987206,985.74,USD,Uber
2025-01-30 13:59:08.987206,500.73,EUR,Starbucks
2024-06-13 13:59:08.987206,740.2,GBP,Amazon
2025-08-25 13:59:08.987206,935.1,EUR,Netflix
2024-10-24 13:59:08.987206,360.13,EUR,Uber
2024-04-13 13:59:08.987206,18.28,EUR,Starbucks
2025-06-27 13:59:08.987206,685.7,JPY,Amazon
2024-11-02 13:59:08.987206,634.57,USD,Netflix
2025-09-14 13:59:08.987206,354.52,JPY,Starbucks
2024-04-27 13:59:08.987206,586.61,CAD,Spotify
2024-10-15 13:59:08.987206,862.48,EUR,Spotify
2025-04-25 13:59:08.987206,459.73,GBP,Spotify
2024-07-03 13:59:08.987206,168.35,JPY,Netflix
2025-01-02 13:59:08.987206,910.89,CAD,Amazon
2024-08-18 13:59:08.987206,14.86,JPY,Amazon
2025-08-01 13:59:08.987206,610.54,CAD,Spotify
2025-02-07 13:59:08.987206,702.94,JPY,Starbucks
2024-12-20 13:59:08.987206,730.88,USD,Netflix
2025-07-30 13:59:08.987206,629.18,GBP,Netflix
2024-06-22 13:59:08.987206,240.52,EUR,Spotify
2025-05-29 13:59:08.987206,927.05,CAD,Netflix
2025-08-05 13:59:08.987206,307.34,USD,Starbucks
2025-06-27 13:59:08.987206,383.17,GBP,Uber
2025-06-09 13:59:08.987206,127.32,CAD,Starbucks
2025-04-17 13:59:08.987206,392.33,USD,Spotify
2025-09-25 13:59:08.987206,411.01,EUR,Starbucks
2025-03-07 13:59:08.987206,173.06,EUR,Spotify
2023-12-30 13:59:08.987206,574.1,EUR,Amazon
2024-03-01 13:59:08.987206,116.15,JPY,Uber
2025-04-25 13:59:08.987206,90.3,GBP,Uber
2024-11-14 13:59:08.987206,293.26,USD,Uber
2025-07-02 13:59:08.987206,797.13,EUR,Netflix
2024-07-31 13:59:08.987206,827.31,CAD,Amazon
2024-05-20 13:59:08.987206,299.9,USD,Starbucks
2025-11-15 13:59:08.987206,800.02,CAD,Starbucks
2025-03-03 13:59:08.987206,764.62,EUR,Uber
2024-06-30 13:59:08.987206,610.65,GBP,Netflix
2024-04-06 13:59:08.987206,146.17,USD,Amazon
2025-10-31 13:59:08.987206,765.91,EUR,Netflix
2025-08-24 13:59:08.987206,38.29,JPY,Amazon
2025-07-25 13:59:08.987206,250.56,CAD,Netflix
2025-07-13 13:59:08.987206,186.15,USD,Amazon
2025-03-15 13:59:08.987206,835.88,GBP,Amazon
2024-08-30 13:59:08.987206,998.67,CAD,Netflix
2025-08-23 13:59:08.987206,741.33,EUR,Amazon
2025-02-15 13:59:08.987206,603.04,CAD,Spotify
2024-05-23 13:59:08.987206,326.84,CAD,Uber
2024-05-27 13:59:08.987206,981.96,USD,Amazon
2025-04-25 13:59:08.987206,209.24,CAD,Amazon
2023-12-12 13:59:08.987206,35.02,USD,Amazon
2025-09-22 13:59:08.987206,571.88,GBP,Uber
2024-12-31 13:59:08.987206,692.74,EUR,Starbucks
2025-04-14 13:59:08.987206,241.63,JPY,Starbucks
2025-05-10 13:59:08.987206,545.47,USD,Amazon
2025-05-11 13:59:08.987206,347.36,USD,Spotify
2023-12-23 13:59:08.987206,795.38,USD,Uber
2025-09-08 13:59:08.987206,592.88,USD,Uber
2025-10-23 13:59:08.987206,913.31,EUR,Uber
2024-03-27 13:59:08.987206,20.84,EUR,Uber
2025-11-23 13:59:08.987206,19.96,EUR,Amazon
2023-12-28 13:59:08.987206,14.06,JPY,Amazon
2024-03-25 13:59:08.987206,67.63,CAD,Netflix
2023-12-26 13:59:08.987206,547.03,EUR,Starbucks
2025-05-02 13:59:08.987206,232.67,GBP,Spotify
2025-10-26 13:59:08.987206,833.13,EUR,Starbucks
2025-09-05 13:59:08.987206,144.21,GBP,Uber
2025-08-22 13:59:08.987206,923.32,JPY,Amazon
2025-02-04 13:59:08.987206,22.7,GBP,Spotify
2025-03-02 13:59:08.987206,818.99,USD,Netflix
2024-09-26 13:59:08.987206,182.95,JPY,Starbucks
2024-02-27 13:59:08.987206,730.67,JPY,Amazon
2024-08-05 13:59:08.987206,473.83,GBP,Uber
2024-06-30 13:59:08.987206,703.82,JPY,Netflix
2024-10-12 13:59:08.987206,380.62,GBP,Uber
2024-09-23 13:59:08.987206,343.19,CAD,Spotify
2023-12-14 13:59:08.987206,106.18,USD,Spotify
2024-08-03 13:59:08.987206,24.16,EUR,Spotify
2025-03-02 13:59:08.987206,665.21,EUR,Starbucks
2025-10-22 13:59:08.987206,734.25,GBP,Amazon
2024-11-28 13:59:08.987206,275.47,JPY,Amazon
2025-01-25 13:59:08.987206,267.77,USD,Starbucks
2025-11-20 13:59:08.987206,48.1,USD,Amazon
2025-09-15 13:59:08.987206,840.63,CAD,Netflix
2024-03-18 13:59:08.987206,634.04,USD,Amazon
2023-12-12 13:59:08.987206,22.96,EUR,Amazon
2024-09-14 13:59:08.987206,662.01,GBP,Amazon
2025-01-27 13:59:08.987206,239.28,JPY,Amazon
2025-04-07 13:59:08.987206,142.37,EUR,Amazon
2024-08-10 13:59:08.987206,328.4,EUR,Netflix
2024-01-11 13:59:08.987206,528.45,EUR,Netflix
2024-09-26 13:59:08.987206,203.02,USD,Amazon
2024-11-21 13:59:08.987206,486.87,CAD,Netflix
2024-05-28 13:59:08.987206,719.86,USD,Amazon
2024-05-29 13:59:08.987206,339.6,USD,Netflix
2025-04-09 13:59:08.987206,340.22,USD,Netflix
2025-08-28 13:59:08.987206,654.83,GBP,Netflix
2025-09-25 13:59:08.987206,891.06,GBP,Spotify
2025-09-02 13:59:08.987206,548.28,GBP,Spotify
2024-04-10 13:59:08.987206,624.87,EUR,Netflix
2025-11-05 13:59:08.987206,349.49,CAD,Netflix
2025-09-29 13:59:08.987206,529.5,JPY,Netflix
2024-05-05 13:59:08.987206,283.37,USD,Netflix
2025-11-26 13:59:08.987206,523.42,CAD,Starbucks
2025-09-02 13:59:08.987206,929.8,EUR,Amazon
2025-04-11 13:59:08.987206,660.21,GBP,Starbucks
2024-12-30 13:59:08.987206,996.19,CAD,Starbucks
2025-03-10 13:59:08.987206,833.32,EUR,Amazon
2025-03-02 13:59:08.987206,633.99,USD,Netflix
2025-02-02 13:59:08.987206,193.27,GBP,Starbucks
2025-11-07 13:59:08.987206,131.63,JPY,Amazon
2025-01-23 13:59:08.987206,344.97,USD,Uber
2024-07-02 13:59:08.987206,615.11,USD,Amazon
2025-08-29 13:59:08.987206,725.65,CAD,Uber
2024-05-15 13:59:08.987206,130.52,EUR,Uber
2024-12-05 13:59:08.987206,570.2,GBP,Amazon
2025-09-27 13:59:08.987206,599.05,GBP,Uber
2024-06-15 13:59:08.987206,368.19,USD,Amazon
2024-09-22 13:59:08.987206,231.86,CAD,Amazon
2024-02-18 13:59:08.987206,178.43,CAD,Spotify
2025-09-13 13:59:08.987206,662.0,EUR,Amazon
2025-03-16 13:59:08.987206,416.01,JPY,Starbucks
2024-02-11 13:59:08.987206,427.97,CAD,Starbucks
2024-07-07 13:59:08.987206,88.11,CAD,Netflix
2024-01-11 13:59:08.987206,420.15,EUR,Netflix
2024-09-10 13:59:08.987206,286.55,CAD,Starbucks
2024-09-19 13:59:08.987206,817.49,USD,Spotify
2025-10-27 13:59:08.987206,835.82,USD,Starbucks
2025-05-03 13:59:08.987206,650.61,JPY,Uber
2025-03-26 13:59:08.987206,261.53,EUR,Starbucks
2024-06-06 13:59:08.987206,751.74,USD,Netflix
2024-07-18 13:59:08.987206,256.53,GBP,Spotify
2025-10-14 13:59:08.987206,135.49,USD,Spotify
2024-07-08 13:59:08.987206,690.85,CAD,Starbucks
2025-01-21 13:59:08.987206,932.53,CAD,Uber
2024-12-21 13:59:08.987206,699.21,EUR,Spotify
2024-01-11 13:59:08.987206,846.52,JPY,Netflix
2025-09-01 13:59:08.987206,140.44,GBP,Spotify
2023-12-22 13:59:08.987206,505.45,GBP,Amazon
2025-01-28 13:59:08.987206,719.38,USD,Amazon
2025-07-14 13:59:08.987206,310.89,EUR,Spotify
2025-05-24 13:59:08.987206,856.91,USD,Amazon
2024-01-10 13:59:08.987206,857.28,CAD,Uber
2024-06-04 13:59:08.987206,230.03,JPY,Amazon
2024-05-10 13:59:08.987206,436.92,JPY,Spotify
2025-04-24 13:59:08.987206,810.51,USD,Amazon
2023-12-26 13:59:08.987206,114.37,EUR,Amazon
2025-05-20 13:59:08.987206,147.97,USD,Starbucks
2024-07-22 13:59:08.987206,566.86,JPY,Spotify
2024-01-16 13:59:08.987206,92.77,GBP,Netflix
2025-01-30 13:59:08.987206,810.94,GBP,Netflix
2025-01-30 13:59:08.987206,960.32,JPY,Uber
2024-06-13 13:59:08.987206,765.14,GBP,Amazon
2025-07-27 13:59:08.987206,427.45,USD,Spotify
2024-03-02 13:59:08.987206,582.02,EUR,Amazon
2024-04-23 13:59:08.987206,313.59,USD,Uber
2024-03-29 13:59:08.987206,191.77,GBP,Starbucks
2024-08-10 13:59:08.987206,129.15,EUR,Amazon
2025-06-30 13:59:08.987206,221.22,EUR,Amazon
2025-06-30 13:59:08.987206,857.33,CAD,Netflix
2024-04-11 13:59:08.987206,325.32,CAD,Spotify
2025-08-20 13:59:08.987206,379.4,GBP,Spotify
2024-12-06 13:59:08.987206,484.69,USD,Netflix
2025-07-01 13:59:08.987206,913.93,EUR,Spotify
2024-10-23 13:59:08.987206,951.4,EUR,Amazon
2024-05-09 13:59:08.987206,796.13,EUR,Starbucks
2025-02-03 13:59:08.987206,558.76,EUR,Uber
2025-03-17 13:59:08.987206,768.1,EUR,Amazon
2025-06-01 13:59:08.987206,700.44,EUR,Netflix
2024-06-01 13:59:08.987206,150.3,CAD,Starbucks
2024-03-17 13:59:08.987206,86.96,JPY,Starbucks
2025-09-06 13:59:08.987206,995.88,CAD,Spotify
2024-09-28 13:59:08.987206,225.39,JPY,Netflix
2025-11-03 13:59:08.987206,133.86,USD,Uber
2024-12-26 13:59:08.987206,727.59,JPY,Starbucks
2024-12-11 13:59:08.987206,510.73,JPY,Uber
2024-03-21 13:59:08.987206,339.07,EUR,Amazon
2024-06-01 13:59:08.987206,139.86,USD,Amazon
2025-10-24 13:59:08.987206,654.77,EUR,Starbucks
2025-02-11 13:59:08.987206,530.45,EUR,Amazon
2025-09-02 13:59:08.987206,71.73,USD,Amazon
2024-06-05 13:59:08.987206,160.35,USD,Netflix
2025-01-03 13:59:08.987206,571.87,GBP,Spotify
2025-09-04 13:59:08.987206,869.34,USD,Uber
2024-06-14 13:59:08.987206,832.05,GBP,Amazon
2025-07-16 13:59:08.987206,952.28,CAD,Amazon
2024-10-25 13:59:08.987206,237.52,CAD,Netflix
2025-06-12 13:59:08.987206,858.81,USD,Netflix
2025-01-19 13:59:08.987206,172.03,GBP,Spotify
2024-05-05 13:59:08.987206,157.34,CAD,Netflix
2024-12-26 13:59:08.987206,103.55,JPY,Netflix
2025-11-11 13:59:08.987206,704.64,JPY,Spotify
2024-10-01 13:59:08.987206,977.4,JPY,Amazon
2024-08-25 13:59:08.987206,912.29,EUR,Uber
2025-04-09 13:59:08.987206,423.43,EUR,Amazon
2025-11-26 13:59:08.987206,752.98,JPY,Uber
2024-10-21 13:59:08.987206,345.31,EUR,Starbucks
2024-05-17 13:59:08.987206,941.64,EUR,Netflix
2025-03-16 13:59:08.987206,174.0,EUR,Uber
2025-02-03 13:59:08.987206,927.15,GBP,Netflix
2024-02-03 13:59:08.987206,86.11,CAD,Spotify
2024-01-01 13:59:08.987206,983.96,EUR,Starbucks
2025-10-25 13:59:08.987206,710.32,GBP,Amazon
2025-02-06 13:59:08.987206,996.14,USD,Spotify
2025-04-18 13:59:08.987206,510.2,EUR,Starbucks
2025-08-16 13:59:08.987206,271.7,CAD,Uber
2025-02-16 13:59:08.987206,563.53,GBP,Amazon
2024-09-24 13:59:08.987206,813.59,CAD,Netflix
2025-01-28 13:59:08.987206,331.75,CAD,Netflix
2025-11-25 13:59:08.987206,140.43,GBP,Starbucks
2024-01-11 13:59:08.987206,378.04,USD,Starbucks
2024-11-16 13:59:08.987206,38.48,USD,Uber
2025-11-10 13:59:08.987206,177.25,CAD,Netflix
2025-03-01 13:59:08.987206,92.04,JPY,Spotify
2024-07-27 13:59:08.987206,224.5,CAD,Amazon
2025-03-09 13:59:08.987206,761.25,USD,Netflix
2024-02-08 13:59:08.987206,583.05,EUR,Netflix
2024-05-23 13:59:08.987206,954.3,GBP,Amazon
2025-08-05 13:59:08.987206,788.52,GBP,Spotify
2025-10-01 13:59:08.987206,343.24,GBP,Uber
2024-08-28 13:59:08.987206,943.76,USD,Amazon
2024-05-23 13:59:08.987206,868.14,CAD,Spotify
2024-04-15 13:59:08.987206,642.57,EUR,Amazon
2024-12-06 13:59:08.987206,698.64,GBP,Spotify
2024-10-12 13:59:08.987206,362.2,GBP,Spotify
2025-11-02 13:59:08.987206,369.62,CAD,Netflix
2023-12-12 13:59:08.987206,935.49,CAD,Uber
2024-04-20 13:59:08.987206,521.97,CAD,Spotify
2024-10-27 13:59:08.987206,931.5,EUR,Amazon
2025-10-18 13:59:08.987206,918.63,EUR,Starbucks
2025-03-03 13:59:08.987206,844.46,EUR,Uber
2025-08-13 13:59:08.987206,683.33,GBP,Amazon
2024-08-05 13:59:08.987206,247.66,CAD,Amazon
2024-01-06 13:59:08.987206,79.23,EUR,Netflix
